Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2004-08-19,2.4960410594940186,2.588579225351078,2.387084675228684,2.4875838142157214,893181924
2004-08-20,2.6943013668060303,2.7134564310410814,2.5000214643380914,2.5127084001322957,456686856
2004-08-23,2.721416711807251,2.822910065848003,2.7127101444585127,2.7549994567206504,365122512
2004-08-24,2.6087284088134766,2.7761434817264847,2.5763903751981405,2.7671880677899754,304946748
2004-08-25,2.6368391513824463,2.686590797710833,2.584102524772978,2.610968295291685,183772044
2004-08-26,2.6843512058258057,2.6853463572628824,2.6035050461983427,2.61071876838023,141897960
2004-08-27,2.6405696868896484,2.702013354339134,2.629127460141643,2.6890778079817834,124235640
2004-08-30,2.537584066390991,2.624151798774727,2.537584066390991,2.61892814336058,103935960
2004-08-31,2.546539545059204,2.579872732023943,2.5413158890250633,2.544798089383923,98357544
2004-09-01,2.493803024291992,2.561465263413284,2.4793746320871284,2.5547485245256683,182765052
2004-09-02,2.525146007537842,2.5465395105621207,2.461215293546235,2.4674341008816114,302373324
2004-09-03,2.487832546234131,2.5308674489073,2.4706675487899195,2.5112154026666516,103048848
2004-09-07,2.5268874168395996,2.537335676563629,2.4778823153462435,2.5127083467772393,116950932
2004-09-08,2.5447981357574463,2.5629571011530925,2.500021536534052,2.5059917339640223,99712188
2004-09-09,2.545046329498291,2.554996657846981,2.5124599225205655,2.550519543333819,81234684
2004-09-10,2.6201717853546143,2.6507693109898547,2.5199219627783647,2.527385242122924,173977848
2004-09-13,2.674152135848999,2.696789398709943,2.648281283004338,2.6525097872911663,156882960
2004-09-14,2.773406982421875,2.7860939180729405,2.656490087536619,2.6729087815520587,216579204
2004-09-15,2.7860939502716064,2.8415671812616177,2.7413173523289838,2.750272766716401,214261524
2004-09-16,2.8350989818573,2.8806218829425516,2.77738707646287,2.794551126531576,185326488
2004-09-17,2.9226620197296143,2.9226620197296143,2.824651812160802,2.8462929779060286,189450360
2004-09-20,2.96917986869812,3.0249014703310397,2.9047512261601462,2.909229288652348,212575212
2004-09-21,2.931368827819824,2.9955488647998187,2.923159954494457,2.9803739316640603,144575280
2004-09-22,2.944801092147827,2.976891702824503,2.9057463177051592,2.920423319504176,151624224
2004-09-23,3.0054991245269775,3.050524095721555,2.9109699344468556,2.956244463727073,170713116
2004-09-24,2.9808716773986816,3.0870916997927424,2.979130221803742,3.0084839868585096,182469348
2004-09-27,2.9418156147003174,3.0069905544454762,2.930373153105949,2.9741545930134494,141322536
